address,type_house,type_forrent,area,floor,furniture,condition,price
"158 Lê Lợi, Q1",phòng trọ,cho thuê,13.0,0,không có,mới,1100000.0
"197 Nguyễn Hữu Cảnh, Q2",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,700000.0
"92 Lý Thường Kiệt, Q9",phòng trọ,cho thuê,20.0,0,không có,cũ,2400000.0
"53 Lê Lợi, Q2",phòng trọ,cho thuê,13.0,0,không có,mới,2100000.0
"109 Bùi Viện, Q5",phòng trọ,cho thuê,15.0,0,không có,cũ,1700000.0
"154 Nguyễn Hữu Cảnh, Q9",phòng trọ,cho thuê,12.0,0,không có,mới,1700000.0
"39 Tôn Đức Thắng, Q7",phòng trọ,cho thuê,18.0,0,không có,mới,2200000.0
"186 Lê Duẩn, Q10",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2100000.0
"51 Nguyễn Thị Minh Khai, Q7",phòng trọ,cho thuê,11.0,0,không có,mới,900000.0
"176 Hùng Vương, Q7",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,3200000.0
"147 Hai Bà Trưng, Q1",phòng trọ,cho thuê,20.0,0,không có,mới,2900000.0
"61 Trường Chinh, Q5",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1400000.0
"95 Nguyễn Thị Minh Khai, Q9",nhà nguyên căn,bán,27.0,5,cơ bản,mới,4692900000.0
"72 Pasteur, Q10",phòng trọ,cho thuê,15.0,0,không có,tốt,1700000.0
"11 Bùi Viện, Q6",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1400000.0
"66 Lý Tự Trọng, Q2",phòng trọ,cho thuê,16.0,0,cơ bản,mới,2500000.0
"180 Nguyễn Trãi, Q5",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,2500000.0
"153 Công xã Paris, Q10",phòng trọ,cho thuê,10.0,0,cơ bản,mới,2000000.0
"78 Âu Cơ, Q2",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,2000000.0
"22 Tôn Đức Thắng, Q7",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,3200000.0
"71 Lê Văn Duyệt, Q8",phòng trọ,cho thuê,9.0,0,không có,tốt,900000.0
"88 Cách Mạng Tháng Tám, Q5",phòng trọ,cho thuê,16.0,0,cơ bản,mới,1200000.0
"53 Mê Linh, Q7",chung cư,cho thuê,75.0,16,cơ bản,cũ,8400000.0
"166 Nam Kỳ Khởi Nghĩa, Q6",phòng trọ,cho thuê,20.0,0,không có,mới,2700000.0
"84 Châu Văn Liêm, Q3",chung cư,bán,70.0,12,đầy đủ,mới,3943200000.0
"161 Quách Thị Trang, Q5",nhà nguyên căn,cho thuê,44.0,1,cơ bản,mới,4500000.0
"190 Lũy Bán Bích, Q7",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,1300000.0
"81 Lũy Bán Bích, Q1",chung cư,bán,90.0,9,cơ bản,mới,7959300000.0
"51 Âu Cơ, Q2",chung cư,cho thuê,124.0,7,cơ bản,tốt,10800000.0
"74 Hải Thượng Lãn Ông, Q2",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1500000.0
"139 Âu Cơ, Q8",phòng trọ,cho thuê,10.0,0,không có,mới,1400000.0
"68 Lê Văn Duyệt, Q5",chung cư,bán,70.0,20,đầy đủ,tốt,3785700000.0
"101 Lê Duẩn, Q8",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,1000000.0
"190 Mê Linh, Q10",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,3100000.0
"60 Phạm Văn Đồng, Q4",chung cư,bán,84.0,13,đầy đủ,tốt,2784500000.0
"31 Tôn Đức Thắng, Q9",nhà nguyên căn,cho thuê,41.0,2,không có,tốt,7500000.0
"163 Nguyễn Trãi, Q5",phòng trọ,cho thuê,14.0,0,không có,mới,2300000.0
"188 Tôn Đức Thắng, Q4",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,2600000.0
"58 Quốc tế, Q5",phòng trọ,cho thuê,13.0,0,không có,cũ,1400000.0
"90 Võ Nguyên Giáp, Q3",phòng trọ,cho thuê,19.0,0,không có,cũ,1900000.0
"125 CMT8, Q8",phòng trọ,cho thuê,18.0,0,không có,tốt,1900000.0
"45 Nguyễn Hữu Cảnh, Q1",nhà nguyên căn,cho thuê,33.0,3,cơ bản,tốt,13200000.0
"122 Lê Lợi, Q10",phòng trọ,cho thuê,15.0,0,không có,cũ,1800000.0
"157 Lam Sơn, Q10",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1800000.0
"64 Châu Văn Liêm, Q9",nhà nguyên căn,cho thuê,28.0,3,đầy đủ,mới,11200000.0
"141 Trần Hưng Đạo, Q2",nhà nguyên căn,bán,32.0,3,cơ bản,tốt,3910200000.0
"65 Lũy Bán Bích, Q6",phòng trọ,cho thuê,15.0,0,cơ bản,mới,2000000.0
"168 Lý Thường Kiệt, Q3",văn phòng,bán,570.0,7,đầy đủ,mới,66234700000.0
"104 Rừng Sác, Q4",phòng trọ,cho thuê,17.0,0,không có,tốt,2200000.0
"161 Lạc Long Quân, Q4",nhà nguyên căn,cho thuê,36.0,2,cơ bản,mới,7900000.0
"191 Mai Chí Thọ, Q5",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1700000.0
"156 Nguyễn Huệ, Q10",phòng trọ,cho thuê,11.0,0,không có,tốt,1700000.0
"194 Nam Kỳ Khởi Nghĩa, Q5",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1200000.0
"72 CMT8, Q2",chung cư,cho thuê,65.0,9,không có,cũ,6100000.0
"146 Pasteur, Q8",chung cư,bán,124.0,14,cơ bản,tốt,7898200000.0
"177 Trường Chinh, Q4",phòng trọ,cho thuê,14.0,0,không có,mới,1600000.0
"122 Nguyễn Thị Minh Khai, Q7",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1600000.0
"133 Trường Chinh, Q5",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2200000.0
"133 Nguyễn Thị Minh Khai, Q8",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,1900000.0
"53 Âu Cơ, Q7",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1300000.0
"29 Đồng Khởi, Q2",chung cư,bán,120.0,13,cơ bản,tốt,3058400000.0
"171 Nguyễn Trãi, Q6",phòng trọ,cho thuê,9.0,0,cơ bản,mới,1400000.0
"127 Quách Thị Trang, Q5",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2900000.0
"110 Nguyễn Huệ, Q6",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,1200000.0
"33 Mê Linh, Q3",văn phòng,cho thuê,505.0,7,đầy đủ,mới,573600000.0
"26 Nguyễn Thị Minh Khai, Q4",phòng trọ,cho thuê,17.0,0,không có,mới,1100000.0
"123 CMT8, Q4",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,1300000.0
"156 Mê Linh, Q10",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,3200000.0
"5 Hải Thượng Lãn Ông, Q2",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,1700000.0
"104 Tôn Đức Thắng, Q8",phòng trọ,cho thuê,9.0,0,không có,tốt,600000.0
"175 Trần Hưng Đạo, Q7",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,2600000.0
"142 Rừng Sác, Q8",nhà nguyên căn,bán,33.0,2,không có,mới,4714300000.0
"71 Lam Sơn, Q3",phòng trọ,cho thuê,11.0,0,không có,mới,1700000.0
"184 Hai Bà Trưng, Q8",phòng trọ,cho thuê,14.0,0,cơ bản,mới,1800000.0
"149 Dân Chủ, Q4",chung cư,bán,65.0,6,không có,tốt,4463400000.0
"107 Trần Hưng Đạo, Q2",phòng trọ,cho thuê,16.0,0,không có,cũ,1800000.0
"91 Phạm Ngũ Lão, Q1",nhà nguyên căn,bán,35.0,3,cơ bản,mới,9552100000.0
"75 Mai Chí Thọ, Q2",phòng trọ,cho thuê,10.0,0,không có,mới,1600000.0
"61 Lạc Long Quân, Q1",phòng trọ,cho thuê,15.0,0,không có,tốt,2300000.0
"102 Châu Văn Liêm, Q8",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1800000.0
"176 Lam Sơn, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2300000.0
"175 Quách Thị Trang, Q7",nhà nguyên căn,bán,28.0,1,không có,cũ,1211400000.0
"166 Quốc tế, Q9",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,2700000.0
"138 Võ Nguyên Giáp, Q9",phòng trọ,cho thuê,18.0,0,không có,tốt,2000000.0
"125 Rừng Sác, Q8",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1000000.0
"63 Mê Linh, Q9",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1800000.0
"182 Lạc Long Quân, Q8",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1000000.0
"47 Lạc Long Quân, Q5",phòng trọ,cho thuê,16.0,0,không có,tốt,1300000.0
"21 Nguyễn Thị Minh Khai, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,mới,2700000.0
"197 Lạc Long Quân, Q4",phòng trọ,cho thuê,9.0,0,không có,cũ,800000.0
"19 Trần Hưng Đạo, Q4",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1800000.0
"172 Quốc tế, Q3",phòng trọ,cho thuê,20.0,0,cơ bản,mới,3400000.0
"101 Quách Thị Trang, Q4",chung cư,bán,75.0,4,không có,cũ,4163400000.0
"54 Bùi Viện, Q7",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,1200000.0
"45 CMT8, Q5",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1900000.0
"77 Lý Tự Trọng, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,800000.0
"67 Mai Chí Thọ, Q7",phòng trọ,cho thuê,13.0,0,không có,cũ,800000.0
"165 Mai Chí Thọ, Q6",phòng trọ,cho thuê,20.0,0,cơ bản,mới,1300000.0
"158 Quách Thị Trang, Q7",phòng trọ,cho thuê,9.0,0,không có,cũ,1000000.0
"107 Lê Văn Duyệt, Q9",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,3300000.0
"161 Hùng Vương, Q7",phòng trọ,cho thuê,17.0,0,không có,cũ,2300000.0
"134 CMT8, Q10",phòng trọ,cho thuê,18.0,0,cơ bản,mới,1800000.0
"26 Nguyễn Văn Linh, Q1",phòng trọ,cho thuê,18.0,0,không có,tốt,2300000.0
"124 Mê Linh, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,1600000.0
"196 Âu Cơ, Q5",chung cư,bán,84.0,17,không có,cũ,6129300000.0
"74 Nguyễn Trãi, Q2",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,1100000.0
"175 Nguyễn Thị Minh Khai, Q5",văn phòng,cho thuê,175.0,3,không có,cũ,331100000.0
"166 Quốc tế, Q10",phòng trọ,cho thuê,18.0,0,cơ bản,mới,2300000.0
"179 Cách Mạng Tháng Tám, Q10",nhà nguyên căn,cho thuê,31.0,1,không có,cũ,4600000.0
"24 CMT8, Q8",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2000000.0
"11 Âu Cơ, Q9",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,1800000.0
"68 Châu Văn Liêm, Q8",nhà nguyên căn,cho thuê,36.0,1,đầy đủ,tốt,5300000.0
"95 Võ Chí Công, Q5",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,800000.0
"34 Châu Văn Liêm, Q10",chung cư,cho thuê,75.0,17,đầy đủ,cũ,11300000.0
"127 Nguyễn Huệ, Q1",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,1700000.0
"199 Công xã Paris, Q5",phòng trọ,cho thuê,15.0,0,không có,mới,2200000.0
"124 Lam Sơn, Q3",chung cư,bán,124.0,6,cơ bản,mới,13167300000.0
"159 Công xã Paris, Q7",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1400000.0
"109 Nguyễn Thị Minh Khai, Q2",nhà nguyên căn,bán,35.0,2,cơ bản,mới,4335800000.0
"56 Lê Văn Duyệt, Q8",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2100000.0
"147 Mê Linh, Q8",chung cư,bán,65.0,16,đầy đủ,cũ,3087000000.0
"24 Hải Thượng Lãn Ông, Q4",phòng trọ,cho thuê,9.0,0,không có,cũ,600000.0
"196 Lạc Long Quân, Q2",chung cư,cho thuê,90.0,12,cơ bản,tốt,13800000.0
"33 Lý Thường Kiệt, Q10",văn phòng,cho thuê,170.0,16,cơ bản,cũ,162700000.0
"133 Cách Mạng Tháng Tám, Q6",nhà nguyên căn,bán,41.0,2,không có,tốt,3766900000.0
"163 Phạm Văn Đồng, Q10",nhà nguyên căn,bán,37.0,5,không có,tốt,14290600000.0
"71 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,16.0,0,không có,tốt,2700000.0
"16 Tôn Đức Thắng, Q3",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,2600000.0
"200 Võ Chí Công, Q5",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2600000.0
"187 Phạm Ngũ Lão, Q8",phòng trọ,cho thuê,10.0,0,không có,tốt,900000.0
"174 Nguyễn Văn Linh, Q2",nhà nguyên căn,bán,30.0,2,cơ bản,tốt,3827800000.0
"108 Nguyễn Trãi, Q7",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,900000.0
"64 Đồng Khởi, Q4",phòng trọ,cho thuê,10.0,0,không có,mới,1000000.0
"125 Nguyễn Thị Minh Khai, Q10",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,1600000.0
"195 Nguyễn Trãi, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,2100000.0
"117 Xô Viết Nghệ Tĩnh, Q6",phòng trọ,cho thuê,9.0,0,không có,mới,500000.0
"51 Cách Mạng Tháng Tám, Q9",nhà nguyên căn,bán,38.0,3,đầy đủ,mới,7899500000.0
"89 Quách Thị Trang, Q7",nhà nguyên căn,cho thuê,29.0,1,cơ bản,mới,4600000.0
"98 Mai Chí Thọ, Q6",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,1200000.0
"59 Mê Linh, Q1",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1400000.0
"39 Hai Bà Trưng, Q8",phòng trọ,cho thuê,19.0,0,cơ bản,mới,1500000.0
"66 Võ Chí Công, Q5",chung cư,bán,90.0,14,cơ bản,tốt,5677700000.0
"34 Lê Duẩn, Q5",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,2600000.0
"106 Trần Hưng Đạo, Q3",phòng trọ,cho thuê,16.0,0,không có,tốt,2200000.0
"56 Nguyễn Huệ, Q7",nhà nguyên căn,cho thuê,34.0,4,cơ bản,cũ,16400000.0
"143 Quách Thị Trang, Q2",phòng trọ,cho thuê,12.0,0,không có,cũ,700000.0
"96 Lạc Long Quân, Q3",nhà nguyên căn,cho thuê,27.0,2,không có,mới,3900000.0
"134 Rừng Sác, Q10",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,2000000.0
"157 Võ Nguyên Giáp, Q9",phòng trọ,cho thuê,14.0,0,không có,cũ,1000000.0
"156 Nguyễn Trãi, Q6",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1400000.0
"2 Bùi Viện, Q3",nhà nguyên căn,cho thuê,32.0,1,không có,tốt,2300000.0
"22 Hai Bà Trưng, Q8",phòng trọ,cho thuê,14.0,0,không có,cũ,1100000.0
"88 Võ Chí Công, Q1",chung cư,bán,75.0,8,cơ bản,tốt,3976600000.0
"160 Võ Chí Công, Q8",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,2200000.0
"19 Hàm Nghi, Q8",phòng trọ,cho thuê,12.0,0,không có,cũ,1300000.0
"67 Lê Lợi, Q10",nhà nguyên căn,cho thuê,27.0,4,đầy đủ,mới,23000000.0
"12 Dân Chủ, Q9",phòng trọ,cho thuê,19.0,0,không có,cũ,1800000.0
"2 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2000000.0
"11 Phạm Ngũ Lão, Q3",phòng trọ,cho thuê,13.0,0,không có,mới,1400000.0
"30 Đồng Khởi, Q4",phòng trọ,cho thuê,17.0,0,không có,tốt,2000000.0
"17 Hàm Nghi, Q3",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1900000.0
"118 Mai Chí Thọ, Q3",nhà nguyên căn,cho thuê,35.0,4,cơ bản,mới,27500000.0
"196 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,19.0,0,không có,mới,1400000.0
"23 Nguyễn Thị Minh Khai, Q2",phòng trọ,cho thuê,14.0,0,không có,cũ,1000000.0
"5 Hai Bà Trưng, Q8",phòng trọ,cho thuê,9.0,0,không có,tốt,1100000.0
"112 Lý Thường Kiệt, Q6",phòng trọ,cho thuê,9.0,0,không có,tốt,900000.0
"48 Phạm Văn Đồng, Q6",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,2000000.0
"167 Hùng Vương, Q8",nhà nguyên căn,bán,32.0,5,không có,tốt,9000500000.0
"137 Âu Cơ, Q8",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,1300000.0
"107 CMT8, Q6",phòng trọ,cho thuê,19.0,0,không có,mới,1500000.0
"41 Nguyễn Trãi, Q4",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,1400000.0
"145 Hùng Vương, Q1",văn phòng,cho thuê,280.0,10,đầy đủ,cũ,321900000.0
"43 Hải Thượng Lãn Ông, Q4",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1600000.0
"113 Bùi Viện, Q9",chung cư,bán,70.0,14,không có,mới,4115400000.0
"67 Phạm Ngũ Lão, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,mới,600000.0
"188 Âu Cơ, Q10",nhà nguyên căn,cho thuê,35.0,1,cơ bản,tốt,2800000.0
"43 Tôn Đức Thắng, Q5",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1600000.0
"149 Châu Văn Liêm, Q2",phòng trọ,cho thuê,14.0,0,không có,tốt,2000000.0
"154 Mê Linh, Q9",phòng trọ,cho thuê,13.0,0,không có,mới,1000000.0
"102 Đồng Khởi, Q9",nhà nguyên căn,cho thuê,34.0,3,không có,cũ,5300000.0
"58 Bùi Viện, Q4",phòng trọ,cho thuê,15.0,0,không có,mới,1800000.0
"200 Xô Viết Nghệ Tĩnh, Q10",chung cư,cho thuê,120.0,5,đầy đủ,cũ,15800000.0
"34 Lý Tự Trọng, Q6",nhà nguyên căn,cho thuê,30.0,4,không có,cũ,14300000.0
"153 Rừng Sác, Q9",phòng trọ,cho thuê,18.0,0,không có,mới,2200000.0
"97 Nguyễn Hữu Cảnh, Q5",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,2700000.0
"108 Lý Tự Trọng, Q8",phòng trọ,cho thuê,17.0,0,không có,tốt,1600000.0
"8 Lê Duẩn, Q6",phòng trọ,cho thuê,19.0,0,không có,tốt,1300000.0
"112 Quách Thị Trang, Q8",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,1800000.0
"31 Hai Bà Trưng, Q9",phòng trọ,cho thuê,14.0,0,cơ bản,mới,2400000.0
"142 Lạc Long Quân, Q7",phòng trọ,cho thuê,20.0,0,không có,mới,2600000.0
"77 CMT8, Q10",phòng trọ,cho thuê,18.0,0,không có,cũ,2100000.0
"134 Quốc tế, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2100000.0
"73 Lũy Bán Bích, Q5",văn phòng,cho thuê,295.0,15,đầy đủ,cũ,234800000.0
"123 Lý Tự Trọng, Q4",nhà nguyên căn,cho thuê,36.0,3,không có,cũ,12800000.0
"140 Lý Thường Kiệt, Q5",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2500000.0
"39 Lũy Bán Bích, Q3",nhà nguyên căn,cho thuê,44.0,3,đầy đủ,mới,25900000.0
"18 Lý Thường Kiệt, Q5",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1300000.0
"177 Dân Chủ, Q7",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,600000.0
"58 Rừng Sác, Q7",chung cư,cho thuê,70.0,10,không có,cũ,8700000.0
"173 Lam Sơn, Q2",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1300000.0
"178 Võ Nguyên Giáp, Q8",nhà nguyên căn,cho thuê,44.0,5,không có,tốt,17600000.0
"71 Hải Thượng Lãn Ông, Q10",nhà nguyên căn,bán,29.0,1,không có,cũ,1778000000.0
"149 Nguyễn Thị Minh Khai, Q3",chung cư,bán,70.0,6,không có,tốt,5662300000.0
"29 Âu Cơ, Q6",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1900000.0
"185 Mai Chí Thọ, Q9",chung cư,bán,65.0,3,đầy đủ,tốt,3325800000.0
"197 Lê Văn Duyệt, Q9",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,3100000.0
"38 Trường Chinh, Q9",phòng trọ,cho thuê,13.0,0,cơ bản,cũ,1900000.0
"141 Hàm Nghi, Q10",nhà nguyên căn,bán,39.0,2,đầy đủ,tốt,2735400000.0
"90 Trường Chinh, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2300000.0
"100 Dân Chủ, Q10",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,2400000.0
"149 Lam Sơn, Q2",chung cư,bán,124.0,4,cơ bản,mới,11552500000.0
"164 Nguyễn Huệ, Q4",văn phòng,cho thuê,575.0,4,cơ bản,cũ,322500000.0
"60 Lam Sơn, Q7",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1300000.0
"81 Xô Viết Nghệ Tĩnh, Q10",chung cư,bán,124.0,4,không có,cũ,8950800000.0
"197 Nguyễn Trãi, Q10",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,2200000.0
"144 Công xã Paris, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1600000.0
"56 Lý Tự Trọng, Q8",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,1500000.0
"163 Hàm Nghi, Q6",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,2100000.0
"22 Lũy Bán Bích, Q3",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1500000.0
"177 Cách Mạng Tháng Tám, Q1",phòng trọ,cho thuê,18.0,0,không có,tốt,1100000.0
"43 Lạc Long Quân, Q4",chung cư,bán,75.0,8,không có,mới,1765900000.0
"6 Cách Mạng Tháng Tám, Q3",chung cư,cho thuê,90.0,19,cơ bản,mới,18400000.0
"62 Lý Tự Trọng, Q5",phòng trọ,cho thuê,17.0,0,không có,tốt,1700000.0
"190 Đồng Khởi, Q9",phòng trọ,cho thuê,20.0,0,cơ bản,mới,1800000.0
"73 Hàm Nghi, Q8",phòng trọ,cho thuê,17.0,0,đầy đủ,tốt,2300000.0
"128 Tôn Đức Thắng, Q1",phòng trọ,cho thuê,14.0,0,không có,mới,1300000.0
"76 Hai Bà Trưng, Q8",chung cư,bán,120.0,7,đầy đủ,tốt,8300300000.0
"6 Công xã Paris, Q4",phòng trọ,cho thuê,13.0,0,cơ bản,cũ,900000.0
"161 Võ Nguyên Giáp, Q8",phòng trọ,cho thuê,9.0,0,không có,tốt,900000.0
"173 Mai Chí Thọ, Q3",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,1700000.0
"138 Trần Hưng Đạo, Q10",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1400000.0
"8 Hùng Vương, Q10",văn phòng,cho thuê,195.0,5,cơ bản,mới,398800000.0
"76 Trần Hưng Đạo, Q4",phòng trọ,cho thuê,15.0,0,không có,tốt,1300000.0
"136 Hai Bà Trưng, Q10",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1800000.0
"21 Lạc Long Quân, Q10",chung cư,bán,70.0,8,cơ bản,tốt,4614200000.0
"142 Hải Thượng Lãn Ông, Q9",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,600000.0
"181 Âu Cơ, Q7",phòng trọ,cho thuê,9.0,0,không có,mới,1100000.0
"101 Âu Cơ, Q4",phòng trọ,cho thuê,10.0,0,không có,cũ,1300000.0
"192 Âu Cơ, Q8",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,2400000.0
"100 Hàm Nghi, Q2",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2100000.0
"117 Âu Cơ, Q6",phòng trọ,cho thuê,18.0,0,không có,mới,2400000.0
"100 Xô Viết Nghệ Tĩnh, Q2",phòng trọ,cho thuê,18.0,0,cơ bản,mới,3200000.0
"193 Nguyễn Trãi, Q1",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3400000.0
"181 Trần Hưng Đạo, Q4",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,1300000.0
"37 Hải Thượng Lãn Ông, Q10",phòng trọ,cho thuê,15.0,0,cơ bản,mới,2600000.0
"159 Lam Sơn, Q8",nhà nguyên căn,cho thuê,39.0,2,đầy đủ,cũ,9500000.0
"105 Quách Thị Trang, Q2",nhà nguyên căn,cho thuê,41.0,2,không có,mới,5200000.0
"60 Nguyễn Trãi, Q4",nhà nguyên căn,cho thuê,42.0,5,cơ bản,mới,35100000.0
"150 Âu Cơ, Q1",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,2200000.0
"26 Quách Thị Trang, Q8",phòng trọ,cho thuê,15.0,0,không có,mới,1500000.0
"81 Hải Thượng Lãn Ông, Q5",văn phòng,cho thuê,520.0,5,cơ bản,tốt,280000000.0
"88 Nguyễn Trãi, Q9",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2800000.0
"144 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,18.0,0,cơ bản,cũ,2500000.0
"186 CMT8, Q8",nhà nguyên căn,cho thuê,31.0,3,không có,cũ,4800000.0
"30 Võ Chí Công, Q3",chung cư,bán,84.0,4,cơ bản,tốt,4525900000.0
"24 Quách Thị Trang, Q3",phòng trọ,cho thuê,16.0,0,không có,mới,1300000.0
"82 Nguyễn Văn Linh, Q9",nhà nguyên căn,cho thuê,38.0,3,cơ bản,mới,16800000.0
"2 Hàm Nghi, Q3",phòng trọ,cho thuê,17.0,0,không có,tốt,1800000.0
"43 Lê Văn Duyệt, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1400000.0
"82 Rừng Sác, Q6",phòng trọ,cho thuê,18.0,0,không có,mới,1500000.0
"2 Xô Viết Nghệ Tĩnh, Q3",phòng trọ,cho thuê,13.0,0,cơ bản,cũ,1800000.0
"53 Nguyễn Huệ, Q10",phòng trọ,cho thuê,12.0,0,không có,cũ,2100000.0
"88 Nguyễn Trãi, Q10",phòng trọ,cho thuê,11.0,0,không có,tốt,700000.0
"7 Quách Thị Trang, Q3",phòng trọ,cho thuê,16.0,0,cơ bản,cũ,2900000.0
"173 Xô Viết Nghệ Tĩnh, Q6",nhà nguyên căn,bán,29.0,1,cơ bản,tốt,1349800000.0
"34 Nguyễn Thị Minh Khai, Q5",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,1500000.0
"21 Châu Văn Liêm, Q2",chung cư,bán,84.0,12,không có,mới,2017700000.0
"114 Quách Thị Trang, Q8",phòng trọ,cho thuê,11.0,0,không có,mới,700000.0
"169 Quốc tế, Q6",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,1900000.0
"178 Hải Thượng Lãn Ông, Q9",phòng trọ,cho thuê,10.0,0,không có,cũ,1100000.0
"19 Nguyễn Huệ, Q9",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,1600000.0
"15 Hùng Vương, Q1",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,2100000.0
"56 Hải Thượng Lãn Ông, Q9",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,2300000.0
